category_name_en,seller_id,seller_state,revenue_items_only,sold_items
agro_industry_and_commerce,e59aa562b9f8076dd550fcddf0e73491,PR,31574.3,84
agro_industry_and_commerce,6bd69102ab48df500790a8cecfc285c2,SP,8070.0,5
agro_industry_and_commerce,f08a5b9dd6767129688d001acafc21e5,RS,7535.54,9
agro_industry_and_commerce,2528744c5ef5d955adc318720a94d2e7,SP,6245.0,5
agro_industry_and_commerce,31ae0774c17fabd06ff707cc5bde005f,SP,5169.89,7
agro_industry_and_commerce,6481e96574816ead57975da2c0f6d80d,SP,1992.6,15
agro_industry_and_commerce,d17f467e4bf608a510c20d82f4ba3b6b,RS,1948.04,7
agro_industry_and_commerce,397c4d0c005b6f41f90098ac724e28cb,SP,1899.0,1
agro_industry_and_commerce,a420f60ff1aa9acc80d0e42959f2b313,SP,1234.0,1
agro_industry_and_commerce,cfd7ddab722b902f7ac5b5f3ba6d723d,MG,996.0,2
agro_industry_and_commerce,269cff2d3c8d205c11f37a52402ea93b,SP,721.69,4
agro_industry_and_commerce,1996942dc085d7773ba77a529b163cd0,SP,559.99,1
agro_industry_and_commerce,0ed6ce5d87fd9c69eaacaeb778d67235,SP,544.6,4
agro_industry_and_commerce,299c89a525fee36c567f4fe72f038100,CE,469.0,1
agro_industry_and_commerce,634964b17796e64304cadf1ad3050fb7,RJ,420.0,1
agro_industry_and_commerce,ef506c96320abeedfb894c34db06f478,SP,407.87,13
agro_industry_and_commerce,b2ba3715d723d245138f291a6fe42594,SP,384.9,1
agro_industry_and_commerce,d9e8c084b68fe958861d8f2c21202e6b,SP,350.0,10
agro_industry_and_commerce,955fee9216a65b617aa5c0531780ce60,SP,285.5,14
agro_industry_and_commerce,88ef59b51bdaa941d10a853429f2b6ce,PR,252.9,2
agro_industry_and_commerce,7238a95bb63ef7e498389fb863b834a1,SP,228.0,3
agro_industry_and_commerce,55bb6fe5bebe5012e2d7d9928e1128ff,SP,197.0,2
agro_industry_and_commerce,06579cb253ecd5a3a12a9e6eb6bf8f47,SP,186.8,2
agro_industry_and_commerce,4e922959ae960d389249c378d1c939f5,SP,177.0,7
agro_industry_and_commerce,5194c22ed1f616ec0c0f33c571542879,MG,149.9,1
agro_industry_and_commerce,8a9260f2b0340411d6d2a56bcf4f7378,MG,120.0,1
agro_industry_and_commerce,c9e5ad1f6647f5dbd1172adf6ae3cada,RS,113.15,2
agro_industry_and_commerce,6b2612338467c08c9b25f0cc55b1578d,PR,92.9,1
agro_industry_and_commerce,edc518ba25576a0188a0e8f2c3af186f,SP,56.81,1
agro_industry_and_commerce,d297f1055de2956aedfd3b04113dce3e,SP,54.3,1
agro_industry_and_commerce,85cc55e048b6bcc90c75afe7f0e72f72,RJ,33.9,1
agro_industry_and_commerce,3d0cd21d41671c46f82cd11176bf7277,SC,33.9,1
agro_industry_and_commerce,f3c38ab652836d21de61fb8314b69182,SP,13.0,1
agro_industry_and_commerce,fd386aa7bed2af3c7035c65506c9b4a3,SP,12.99,1
air_conditioning,7901646fdd36a55f564ffaf2dbccaaf7,RJ,8900.08,13
air_conditioning,6a51fc556dab5f766ced6fbc860bc613,SP,6046.27,27
air_conditioning,fcdd820084f17e9982427971e4e9d47f,SP,4640.0,26
air_conditioning,7a241947449cc45dbfda4f9d0798d9d0,MG,4014.98,33
air_conditioning,f3b80352b986ab4d1057a4b724be19d0,DF,3320.0,5
air_conditioning,4391ea5c5990502176a1dcda44a2373d,RS,2254.0,4
air_conditioning,a420f60ff1aa9acc80d0e42959f2b313,SP,2193.0,11
air_conditioning,15aac934c58d886785ac1b17953ea898,ES,1742.0,4
air_conditioning,ed859002ad59dbf8cf3602696a6c3000,PR,1706.9,11
air_conditioning,850857dfac77488c307e2b1cbd84ab5a,PR,1599.0,1
air_conditioning,01cf7e3d21494c41fb86034f2e714fa1,PR,1441.1,20
air_conditioning,5151aea44289d6c6b090ee31c2132508,SP,1315.3,7
air_conditioning,2199e7fe213c16213bf5d6a7eadc9a5d,SP,1174.6,5
air_conditioning,10089e9f2fd0c668a8fd4e52e1698888,SP,1139.9,3
air_conditioning,abc015ebac1d283a323ca9db35ede4b9,SP,1052.8,12
air_conditioning,d91fb3b7d041e83b64a00a3edfb37e4f,SP,997.7,13
air_conditioning,d71d863e5ef30d94e440c11be17dcd8f,SP,947.9,9
air_conditioning,23d7c96d4a1160db1c726b248601b25a,SP,894.94,5
air_conditioning,1099a00e0ee3a50935e6c2447ca090c5,RJ,849.7,3
air_conditioning,11742f81550ac064cc9a40f67151d9ad,SP,781.9,2
air_conditioning,56db5c0782e8f7ddc9343f9576ff6d16,SC,734.8,2
air_conditioning,4736e9d642ef4257cd7622516931eb51,SP,636.97,6
air_conditioning,8ff1a9df749e454105c55cda13e79143,SP,479.7,3
air_conditioning,8b321bb669392f5163d04c59e235e066,SP,474.9,11
air_conditioning,6b333a05bf188ef3e1f1662a86bd9855,DF,458.0,2
air_conditioning,128639473a139ac0f3e5f5ade55873a5,PR,401.7,13
air_conditioning,9a1aea68d3efa00862ec88c0768037d0,SP,349.8,2
air_conditioning,ea4e9ce63a2134743b4a92777437fcdd,SC,316.6,4
air_conditioning,240b9776d844d37535668549a396af32,RJ,309.89,2
air_conditioning,5b664594895aefb418afaee6d40a9a23,RJ,305.6,4
air_conditioning,c7dcd301ecfe5ab7f778ac172cf74be7,MG,299.99,1
air_conditioning,45d33f715e24d15a6ccf5c17b3a23e3c,SP,299.87,1
air_conditioning,b2ba3715d723d245138f291a6fe42594,SP,269.9,1
air_conditioning,7b8e8ec35bad4b0ef7e3963650b0a87b,SC,264.88,2
air_conditioning,41ab63a91b8b264e8c8780368bf1dd5b,MG,239.59,1
air_conditioning,4978a02ea9c8be7a9b5480680f40334e,SP,233.99,1
air_conditioning,52d76513f0c4d97f3b99570e2c94ee31,RS,229.9,1
air_conditioning,34f563c82a85b99ae9e6d60db5fc2e28,RS,209.9,1
air_conditioning,e5e33c0d8e7e002f398f5dc4cbbb338f,SP,203.8,2
air_conditioning,e59e575a175fadcadf8479e191770425,RJ,199.9,1
air_conditioning,ce248b21cb2adc36282ede306b7660e5,SC,169.9,1
air_conditioning,515d781150feed28a6ac091bb0e3cb8c,MS,161.99,1
air_conditioning,0ed6ce5d87fd9c69eaacaeb778d67235,SP,124.5,5
air_conditioning,71593c7413973a1e160057b80d4958f6,SP,119.8,2
air_conditioning,ac6417315ae5da8f9a38ee11de6f7780,SP,110.3,1
air_conditioning,1da3aeb70d7989d1e6d9b0e887f97c23,SP,94.98,2
air_conditioning,cda598c48d7c614bc1cad7d8ff6f0010,SP,79.9,1
air_conditioning,eb5b6204dde3a6e03b5f1bb8479f055b,SP,74.97,3
air_conditioning,ab9db4cf53b08b828b64dccaafc2d9f0,RS,51.98,2
air_conditioning,18a349e75d307f4b4cc646a691ed4216,SP,40.0,2
air_conditioning,e8f6dc8e6a1dcde89d20e3995c8d90b3,SP,39.9,1
air_conditioning,8d956fec2e4337affcb520f56fd8cbfd,SP,24.99,1
art,c31eff8334d6b3047ed34bebd4d62c36,SP,10803.72,107
art,ee27a8f15b1dded4d213a468ba4eb391,GO,6499.0,1
art,955fee9216a65b617aa5c0531780ce60,SP,914.0,11
art,b561927807645834b59ef0d16ba55a24,SP,676.2,11
art,0d85bbda9889ce1f7e63778d24f346eb,MG,499.5,5
art,09bad886111255c5b5030314fc7f1a4a,SP,487.5,5
art,2a6fbeaa7ab9e5d59a35841a8da71ce4,SC,345.89,7
art,7299e27ed73d2ad986de7f7c77d919fa,MG,340.0,3
art,8090490573c6c0aa343a7231ebcb8c86,SP,323.84,7
art,403aa86912527d730337ffcb0fb096ab,MG,299.99,1
art,8c16d1f32a54d92897cc437244442e1b,SC,281.4,6
art,249f0e9905a6e06ad6c6bea7547ab9f6,RJ,278.0,2
art,a0e19590a0923cdd0614ea9427713ced,PR,258.3,7
art,0bae85eb84b9fb3bd773911e89288d54,SP,243.25,5
art,bd0389da23d89b726abf911cccc54596,DF,239.9,1
art,7139dc5186aa238b006e066d8fbab2e4,SP,228.0,4
art,1354d51653f645349064725ed204e85e,SP,190.0,3
art,ad8b531ae67582f096925cff5630d0d1,PR,189.05,1
art,968268a686aa05d1f529fb07dff08130,SP,149.99,1
art,1caf283236cd69af44cbc09a0a1e7d32,RJ,135.78,4
art,a2e874074c877c5a05abae80ad6e488f,SP,109.6,1
art,3492e68f37fd1df87f4f2f2ea247f445,SP,99.98,2
art,aa8af66c623d7d544dfe4bb85b5ebe3b,MG,99.0,1
art,dcf3755cefcdc158ad0b7bdde51e871b,RS,89.9,1
art,855668e0971d4dfd7bef1b6a4133b41b,SP,75.0,1
art,0ddefe3c7a032b91f4e25b9c3a08fca1,SP,68.9,1
art,8ff1a9df749e454105c55cda13e79143,SP,55.9,1
art,b9a03475e6447e631b6799ec8274800f,PR,49.9,1
art,e62b2d6ac10570a035a30bafcf01d263,SP,45.9,1
art,382229d1e840115ffe3dbf5ff460e417,RJ,44.8,1
art,50c361bcf670d16f6df4d52de3dff924,SP,35.0,1
art,116ccb1a1604bc88e4d234a8c23f33de,SP,14.6,1
art,6614814a00d344b846ae209f95ee7e3f,SP,13.0,1
art,0f94588695d71662beec8d883ffacf09,SC,9.0,1
art,f593898ec748b7a8cb81fc04edafd98a,SP,5.35,1
art,cf6f6bc4df3999b9c6440f124fb2f687,SP,3.5,1
arts_and_craftmanship,55f7a3319d80f7fdf078b8f03e6725fe,SP,657.94,6
arts_and_craftmanship,04ee0ec01589969663ba5967c0e0bdc0,RS,289.49,1
arts_and_craftmanship,05730013efda596306417c3b09302475,SC,238.0,1
arts_and_craftmanship,0ddefe3c7a032b91f4e25b9c3a08fca1,SP,229.5,4
arts_and_craftmanship,e7f3bf1ecd8526eb7f3b18059e6716e5,SP,129.9,1
arts_and_craftmanship,ef728fa1f17436c91ed1ccd03dcf9631,SP,128.7,4
arts_and_craftmanship,e819bcfade7b5d88a27325eb6cfd62c5,SP,29.9,1
arts_and_craftmanship,2cb6eb1b7185064167657fa09f541105,MG,25.0,1
arts_and_craftmanship,1caf283236cd69af44cbc09a0a1e7d32,RJ,21.99,1
arts_and_craftmanship,70126eecc6aa1274392a1743866e9678,SP,19.8,1
arts_and_craftmanship,b561927807645834b59ef0d16ba55a24,SP,18.0,1
arts_and_craftmanship,fd386aa7bed2af3c7035c65506c9b4a3,SP,15.99,1
arts_and_craftmanship,2ea0861cc19e94cad86438c984c52da4,SP,9.8,1
audio,7d13fca15225358621be4086e1eb0964,SP,18561.65,47
audio,4869f7a5dfa277a7dca6462dcf3b52b2,SP,9031.3,56
audio,b33e7c55446eabf8fe1a42d037ac7d6d,SP,5677.94,10
audio,b2ba3715d723d245138f291a6fe42594,SP,3707.7,33
audio,6560211a19b47992c3666cc44a7e94c0,SP,2716.0,32
audio,7e93a43ef30c4f03f38b393420bc753a,SP,2033.98,8
audio,7040e82f899a04d1b434b795a43b4617,SP,1714.1,99
audio,4e922959ae960d389249c378d1c939f5,SP,1368.0,13
audio,70a12e78e608ac31179aea7f8422044b,SP,813.5,12
audio,5656537e588803a555b8eb41f07a944b,DF,692.01,9
audio,e333046ce6517bd8bb510291d44f0130,SP,439.0,1
audio,376a891762bbdecbc02b4b6adec3fdda,GO,399.0,2
audio,95b293867b5862941c9cd74f756a3c68,SP,366.7,3
audio,89c127985a8b130cfa45c1d36764017a,SP,299.99,1
audio,744dac408745240a2c2528fb1b6028f3,PR,298.0,1
audio,05a940b4ecae36cadfd8e93bd9c43257,GO,251.9,1
audio,9f50216bfd01913736a55a11b55ea842,SP,250.0,2
audio,e62b2d6ac10570a035a30bafcf01d263,SP,239.18,2
audio,5f0057b677eb963672bf05dfa3f16c34,SP,186.89,3
audio,8d956fec2e4337affcb520f56fd8cbfd,SP,179.96,4
audio,f8db351d8c4c4c22c6835c19a46f01b0,SP,159.9,1
audio,e00d85ce20ea50c1224c66ca5050527d,SP,149.0,1
audio,18a349e75d307f4b4cc646a691ed4216,SP,142.56,4
audio,ba6b68b55fe8704377a7d43c8e5c0185,MG,139.99,1
audio,20b54c376b794ed028df09a3cd88e8dc,SP,137.2,1
audio,7178f9f4dd81dcef02f62acdf8151e01,SC,129.9,1
audio,db4350fd57ae30082dec7acbaacc17f9,SP,104.97,3
audio,c9c7905cffc4ef9ff9f113554423e671,SP,90.1,2
audio,e26901d5ab434ce92fd9b5c256820a4e,SP,89.7,3
audio,dbb9b48c841a0e39e21f98e1a6b2ec3e,SP,79.99,1
audio,1cbd50a8c52e6cf8e315c5709fab386f,PR,68.99,1
audio,272f092de69afedd4d2969440b37f18f,SP,49.9,1
audio,522620dcb18a6b31cd7bdf73665113a9,PR,39.9,1
audio,0bae85eb84b9fb3bd773911e89288d54,SP,31.8,2
audio,e49c26c3edfa46d227d5121a6b6e4d37,PE,24.9,1
audio,ede0c03645598cdfc63ca8237acbe73d,SP,22.9,1
auto,8581055ce74af1daba164fdbd55a40de,SP,64925.3,435
auto,712e6ed8aa4aa1fa65dab41fed5737e4,SC,39815.0,87
auto,7142540dd4c91e2237acb7e911c4eba2,SP,28187.28,229
auto,b1b3948701c5c72445495bd161b83a4c,SP,24699.19,18
auto,40db9e9aa57f7bb151bcda6b0f9bdbb7,PE,23168.0,12
auto,c003204e1ab016dfa150abc119207b24,SP,18959.6,154
auto,080199a181c46c657dc5aa235411be3b,SP,14504.2,83
auto,16090f2ca825584b5a147ab24aa30c86,SP,13174.15,255
auto,2b1a40c1daabc6ca280c4b815c101841,MG,12732.6,35
auto,c8b0e2b0a7095e5d8219575d5e7e1181,SP,12170.21,85
auto,c847e075301870dd144a116762eaff9a,MG,10799.1,9
auto,e96498ed8daaa3e9c23f7a62da76591c,SP,9619.09,34
auto,cee48807215b30a12ca2ca10ffb5f250,SP,6988.43,38
auto,b3b17aab11f273023a5f22ca52e1eb70,PR,6850.0,13
auto,b4ffb71f0cb1b1c3d63fad021ecf93e1,SP,6656.09,165
auto,e5e33c0d8e7e002f398f5dc4cbbb338f,SP,6494.9,27
auto,34056b8b55c1775a22af2331670a799c,SP,6455.4,78
auto,d624126b9206f595fb3fbb6ba03b28a8,PR,6408.8,27
auto,f12ff17ad8bbf01ec5c33b17e506649b,SP,6241.0,29
auto,5d0363b33554b373851fc1622e4d5f3c,SP,6037.9,90
auto,6a8b085f816a1f75f92dbac6eb545f8f,SP,6018.97,135
auto,3db66a856d18a9cba7c9241fc5221c50,MG,5725.7,43
auto,817245bcc3badd82bbd222e0366951a6,SP,5580.5,45
auto,04aa0a1c5ce6b222003403a3e11c3cc0,SP,5409.0,16
auto,c35affa65afd250151285c5917fc1c8a,SP,5279.91,9
auto,4d0041cdbe51b4617d95c70b19decc74,MG,5235.2,8
auto,8f580d36c1e9d6fbce95283403c7d447,SP,4813.25,8
auto,05d2173d43ea568aa0540eba70d2ca76,MG,4509.06,50
auto,bba74270a87732727b5a3b4fd9ac1c39,MG,4438.87,13
auto,1fdc574883ef3b33ad41562d93f3a74a,SP,4251.0,18
auto,3f995f07c49d0d55a99d5c54957f7d81,SP,3797.7,41
auto,3364a91ec4d56c98e44174de954b94f6,RO,3579.94,6
auto,eb4df17aed01d918c65f0f8d650900c0,SP,3549.88,10
auto,9b1585752613ec342d03bbab9997ec48,RJ,3499.98,2
auto,8ff38bc3969e67c36c48343a07090f66,SP,3472.0,8
auto,aeb36d67f1414f234d42a29e27cf1f17,SP,3263.8,4
auto,a938325a4b357fd23a6a4d5bb126408e,RJ,3231.0,25
auto,5bc24d989e71e93c33e50a7782431b0e,MG,3148.0,17
auto,4677a5437afda5fa7140b927b07be1cc,PR,3096.0,8
auto,bd697db56ff8e7c9cd1abeb7f72029b2,SP,3069.78,22
auto,2fdde51ad3e12f297da656d4fbd5d0b5,SC,2980.0,2
auto,60562ab00b8054280520d390c8c0045c,SP,2943.0,17
auto,c12b92bf1c350f3e6bf88d3596219c86,SP,2848.0,8
auto,9c068d10aca38e85c50202e17b4a7e88,MS,2658.9,17
auto,31561f325664a8a7aba4c8d0c3a9b3db,SP,2619.7,36
auto,4e922959ae960d389249c378d1c939f5,SP,2567.19,29
auto,f1c1ac3f3efc07e659c035008e615e66,SP,2561.96,14
auto,47efca563408aae19bb7206c2d969ea9,PI,2522.0,12
auto,fe26f3ecb51a15e6d8335cd92da42562,SP,2408.97,6
auto,55f7a3319d80f7fdf078b8f03e6725fe,SP,2355.84,16
auto,1d4587203296c8f4ad134dc286fa6db0,SP,2323.3,43
auto,6338ea67c41078a46ad99cc009654956,RS,2286.09,44
auto,c9c7905cffc4ef9ff9f113554423e671,SP,2223.27,25
auto,abbf6046bbdf1028606a5bc7f00c99e7,SC,2217.15,7
auto,91f0eec23d4a61d7d7caeefa3f0ad1ca,SC,2190.8,11
auto,066a6914e1ebf3ea95a216c73a986b91,PR,2062.29,10
auto,3a1a1fec38dd360f15fc912e821e169d,SP,2007.38,15
auto,17908cf9b444ee34047cadd5c0f4a516,GO,1993.99,11
auto,ce27a3cc3c8cc1ea79d11e561e9bebb6,SP,1993.89,22
auto,7b8e8ec35bad4b0ef7e3963650b0a87b,SC,1979.4,3
auto,1690cada046eb7e92c12f98b1f8a8167,SP,1959.0,11
auto,4c8545742faaf58fafd5fd14d25d75cf,SP,1940.0,2
auto,e2c92f9c1c7746d899d18f2e158bbff7,SP,1894.7,14
auto,18a349e75d307f4b4cc646a691ed4216,SP,1885.65,19
auto,0417b067eeab773d2f7061a726dc477f,SC,1859.18,13
auto,d97df38225e5abadaff1e72cb72b823c,SP,1846.0,29
auto,1d0997ff06b524ce9289ffd75114ecd3,PE,1748.0,2
auto,a1474fd46fd3430168f7ec202da39408,SP,1742.5,10
auto,f235413f677777a0738ff215d0184901,SP,1696.7,3
auto,25cf099de44674fde97473224f9d59ab,SP,1654.36,50
auto,112453736dbe3889cfb74e1aaa0ba0c1,SP,1620.0,12
auto,39d54ff918774174706fb065d7f9dc07,SP,1593.59,25
auto,72c5da29406b4234927b81855e7b64f6,SP,1578.93,7
auto,134285d1f41da5c13a756ee8142c8a4e,SP,1572.7,4
auto,47648caee88ccfe951fbb27fbf7b4cbe,SP,1564.99,3
auto,634964b17796e64304cadf1ad3050fb7,RJ,1529.4,19
auto,198c7ea11960a9844b544d9bcdca860c,MG,1514.88,12
auto,7299e27ed73d2ad986de7f7c77d919fa,MG,1500.0,1
auto,76d64c4aca3a7baf218bf93ef7fa768d,PR,1461.9,4
auto,0b0ddbc7b9d9584f442c7ac92b0ff6c9,SP,1416.76,3
auto,9d5a9018aee56acb367ba9c3f05d1d6a,GO,1392.95,13
auto,863d2ebcd347ce4922de7a0f9a5581d6,RJ,1382.36,19
auto,f63d8f293af3a6454377546bd9dd19ff,SP,1325.94,16
auto,70a12e78e608ac31179aea7f8422044b,SP,1290.7,17
auto,120476eb7a04c149d14772edaf5d9bf2,RJ,1280.0,1
auto,bb5d956dece964a06c12bceb66b923ae,RJ,1278.36,2
auto,116ccb1a1604bc88e4d234a8c23f33de,SP,1276.25,56
auto,7202e2ba20579a9bd1acb29e61fe71f6,SP,1239.3,7
auto,daeb5653dd96c1b11860f72209795012,MG,1191.7,3
auto,c0098efcf800861dcae589affca31408,SP,1189.28,9
auto,a5259c149128e82c9d6d46e0c1c812bb,RO,1182.26,8
auto,7ff588a03c2aeae4fbd23f9ae64b760d,SP,1182.2,16
auto,c273175f7c6c80fb02f051e2fc6d0d72,SP,1150.33,13
auto,9485a23c0430ba1d58d359391606fce6,SP,1129.9,5
auto,7ddcbb64b5bc1ef36ca8c151f6ec77df,SP,1119.67,33
auto,6806dad1da97bfb5a9038eac6881f706,PR,1089.0,6
auto,850913d59ce317156b00f3705f1c3edb,SP,1088.0,10
auto,167fd940acebc789debd6eb418c46e38,SP,1077.58,5
auto,4d232b78ab7ef10393dc3807d827bc0d,MG,1076.0,4
auto,8fbd63429be6d3e5e6d1a709b6464802,SP,1061.4,8
auto,955fee9216a65b617aa5c0531780ce60,SP,1040.99,17
auto,7df1fc11cc5cbc518b39faa60cf5d67c,MS,1037.6,5
auto,8f2b51a30523cdecddc2f179f351c7d6,SP,1027.9,8
auto,6025c79c035c3d772133b8b8238463b2,PR,989.74,4
auto,8e670472e453ba34a379331513d6aab1,MG,975.0,1
auto,2a1348e9addc1af5aaa619b1a3679d6b,MG,964.8,10
auto,5b2e94f2c22b39ccc24d34ad0f669672,SP,949.78,10
auto,3d621842b2ed28e2b474132480edac3c,SP,928.91,10
auto,66dc1b1632bd6a3e508510c5b3492107,SP,895.8,10
auto,ffff564a4f9085cd26170f4732393726,SP,887.5,10
auto,cda598c48d7c614bc1cad7d8ff6f0010,SP,878.9,11
auto,5ee7fd217d08dfe5d3e2f51f96a12c9a,SP,867.5,7
auto,8a43128d7f9a3db592b866e6861a6cce,SP,837.8,2
auto,6cf476a4ca74498db55cbccdaa9dcfb6,SP,814.98,2
auto,253f95b3a0e6983ae18aed49fbc2b845,SP,799.5,5
auto,0d4c8269e7f0401201794deef160edd6,SP,792.64,4
auto,134b867a0f7f8bbe6abf10f91874891e,SP,789.89,1
auto,21c62b998a043ebe31161d38f84929fc,CE,750.49,4
auto,f27e33c6d29b5138fa9967bcd445b6d5,SP,733.8,12
auto,ef2fbc2b607d8492bcffe657a4645434,RJ,728.5,15
auto,1b4b28463457a256e9a784ebe2a8f630,SP,699.42,1
auto,455c5640e8c5bd1b2ee85c0158f85727,SC,690.0,1
auto,4559697a8f7e637227c2eeaed843baff,SP,679.6,4
auto,7178f9f4dd81dcef02f62acdf8151e01,SC,672.5,15
auto,430315b7bb4b6e4b3c978f9dfa9b0558,SP,667.0,2
auto,c3cfdc648177fdbbbb35635a37472c53,PR,659.8,2
auto,a2b5b6105ea5942300631d2e76f4ffe0,SP,659.8,2
auto,525e75a6fb1454a2325ab1734bcec221,SP,657.07,11
auto,cd3d09fbe6e3e9ff0c0ac0c300e93ae7,SP,651.04,12
auto,f435898e493ba0356019a0b1cb8b55b1,PR,649.76,12
auto,0b18d63d0cd1d723567903fd34a07df2,SP,648.54,10
auto,13f57c12a00ed4610db646b913a7f5c6,SP,645.2,13
auto,6d66611d7c44cc30ce351abc49a68421,SP,644.4,16
auto,2646baaf662d4d92ac48f047e35db92d,SP,643.8,10
auto,ea8482cd71df3c1969d7b9473ff13abc,SP,640.77,25
auto,d2374cbcbb3ca4ab1086534108cc3ab7,SP,627.8,22
auto,b5bb2b985208834bd5bd86c7a402bbad,RS,621.06,2
auto,710e3548e02bc1d2831dfc4f1b5b14d4,PR,609.82,9
auto,49cdc90518a4f82676b38b3c1aa43ff6,SP,609.8,2
auto,e70053bf73d1b5863932e53a9fa47496,SP,601.0,2
auto,376a891762bbdecbc02b4b6adec3fdda,GO,599.0,1
auto,70b52a4cfc823994561b00bad161b4ed,SP,585.0,10
auto,0887a9f087bcd5d9f6642b52f897fc6c,SP,584.0,4
auto,26af45f5dfd967225a832838aa4e24a3,PR,573.1,11
auto,45d33f715e24d15a6ccf5c17b3a23e3c,SP,572.19,4
auto,6eeed17989b0ae47c9f11ece6f38ea90,SP,557.0,3
auto,48fb026ed7455a42f5d3e9390ed5088e,RJ,555.71,11
auto,0691148aee60ca47977c187804f935ae,PR,544.97,7
auto,4cc4fd4fdd406a85bbdc1f824b731bd7,PR,539.98,2
auto,1fe61aa5494bd3ae92a2c13e067c810f,SC,537.76,2
auto,a7dc4098e4da6e41b426269d12ae7e91,SP,518.0,3
auto,b87a7ea0c30fad2dd6781b74a0064859,SP,515.4,9
auto,39a5005f2605cbdb4f9ac14485cabfd1,SP,501.07,8
auto,ccbd753e6863fe7314dc6c0ca5a074e7,SC,495.0,1
auto,a36b125ac6d5fdbc7f50de85c9157bdc,SP,489.98,2
auto,d65f31d2413268e671989503f6cf9993,SP,488.8,3
auto,76ea5315acb3f5f7ade3cd261faf922a,SP,487.7,4
auto,dfa0c4c6229ab200a4a1336b4d7128ff,SC,478.8,12
auto,55bb6fe5bebe5012e2d7d9928e1128ff,SP,475.0,2
auto,36a968b544695394e4e9d7572688598f,SP,463.2,18
auto,cb0b3bcf14e0a709df412a99424a59d7,SP,460.0,2
auto,35857757f553273b1056c1cabdace7fb,SP,454.6,6
auto,d90fe2229fee1a5da999ccd0c06c1667,SP,450.0,3
auto,73b8eb4a9a729d4019b24ed1be748cbf,SP,448.91,6
auto,a11a0e0ca67423425691db355cff69b0,SP,448.9,2
auto,1cbd50a8c52e6cf8e315c5709fab386f,PR,439.8,2
auto,4e480be820e37de1444325ff358c9296,MG,430.3,2
auto,cc80e2f693fa6e2408f47ccf62413fc1,PR,420.0,2
auto,c522be04e020c1e7b79f3acff36513d5,SP,419.97,3
auto,f8db351d8c4c4c22c6835c19a46f01b0,SP,413.9,11
auto,2138ccb85b11a4ec1e37afbd1c8eda1f,SP,411.9,10
auto,13511db12ac61e2f89c53b72a944a60b,RS,401.0,3
auto,ea00f977a203ff88adf7057cb7806998,SP,389.72,19
auto,0fe2d9733ed841eb064503920015a8c0,SP,389.64,3
auto,8444e55c1f13cd5c179851e5ca5ebd00,MG,387.6,3
auto,85d9eb9ddc5d00ca9336a2219c97bb13,MG,384.8,22
auto,33ac3e28642ab8bda860a2f693000e78,SP,379.98,2
auto,10ff823eda2b032e2c93d17a7d294736,SP,379.98,2
auto,6c1b6d0c604b776f844125f911eb7377,SP,379.35,3
auto,f5b44895715ddfe3087dc414f30268f3,SP,378.8,19
auto,ffa6adafb71b807dc13159e26431354c,PR,377.0,3
auto,a7f13822ceb966b076af67121f87b063,SP,372.95,2
auto,8d956fec2e4337affcb520f56fd8cbfd,SP,365.7,10
auto,ce616e1913288884e7742faac9d981db,SP,365.1,24
auto,03bd479e1d9484cdb14104d3023f7321,MG,359.7,3
auto,6a0cbc8af2e8abd1bdfb777943d174c6,SP,359.45,4
auto,f44bdc12aa39f5271f0b95f66cd4c289,SP,357.5,7
auto,23c38debaffe4a25a30fdbd9b586a13f,SP,350.23,5
auto,5bffbafbb22daf6d3bfc216a46db8708,RJ,349.95,5
auto,5c603ffb38cbbf25a0e0698941324143,MG,348.8,2
auto,333c4210e76a1aa2ab817b99437e3ff1,SP,335.0,2
auto,2c538755f1ca9540af144f266e70df6c,MG,334.99,1
auto,9d4db00d65d7760644ac0c14edb5fd86,SP,324.98,3
auto,8160255418d5aaa7dbdc9f4c64ebda44,SP,319.8,2
auto,8daab2245ebdc277c51098d01c5ad8ef,SP,319.0,1
auto,26d6bbee02420494d471c9f6436929c0,PR,311.72,10
auto,3492e68f37fd1df87f4f2f2ea247f445,SP,307.93,6
auto,7813ea3ebd9411dc600b4dd01f7a97b9,SP,305.9,1
auto,a3082f442524a1be452e3189e003b361,SP,301.6,4
auto,ea3ebea5317b0efbc663ecc8ce5e9bc2,SC,299.7,3
auto,e21a1e8be4715b0fcfd5385643bc49c4,SC,299.0,10
auto,d71d863e5ef30d94e440c11be17dcd8f,SP,299.0,1
auto,c5ebe6598748b0aeaa61cfb820478b92,RS,297.0,3
auto,ed859002ad59dbf8cf3602696a6c3000,PR,294.9,1
auto,77e4abfd739aed9c46480f90f81c0eb4,DF,289.99,1
auto,c3251e13f1bbda6c74e37c160f991e19,SP,289.9,1
auto,f410c8873029fcc3809b9df6d0b28914,SP,289.8,2
auto,6edacfd9f9074789dad6d62ba7950b9c,SP,288.3,7
auto,a9ae440659f48b7849df83e82734150b,SP,285.0,1
auto,dee656f0f566ed1aa85bd137c943f08f,SP,282.44,11
auto,11305281b50fff20ae8bb473f8e11876,MG,279.98,2
auto,522620dcb18a6b31cd7bdf73665113a9,PR,279.0,1
auto,d2572f31e9023e9850ef986a636ff9bf,MG,279.0,1
auto,e46bc031f2c5bae4ccb40bb90712e9b4,SP,277.3,1
auto,f682e0f848abafc6f41e0d4e868c66ef,SP,269.98,2
