customer_region,customer_state,customer_city,revenue_items_only,orders_count
sul,PR,tupassi,19.9,1
sul,RS,pinhal da serra,19.9,1
sudeste,MG,minduri,19.9,1
nordeste,RN,sao rafael,19.9,1
nordeste,RN,santa maria,19.83,1
sul,SC,caxambu do sul,19.5,1
sul,PR,balsa nova,19.45,1
nordeste,CE,pires ferreira,18.95,1
nordeste,CE,vicosa do ceara,18.95,1
sul,PR,leopolis,18.9,1
sul,RS,uniao da serra,18.5,1
centro_oeste,GO,montividiu do norte,17.99,1
sudeste,MG,uruana de minas,17.9,1
sul,SC,macieira,17.46,1
sul,RS,agudo,17.0,1
sudeste,MG,crucilandia,17.0,1
sul,RS,presidente lucena,16.99,1
centro_oeste,GO,trombas,16.97,1
centro_oeste,DF,santa maria,16.9,1
sul,RS,travesseiro,16.6,1
nordeste,PI,simplicio mendes,16.6,1
nordeste,CE,porteiras,16.55,1
sudeste,MG,sao bento abade,16.0,1
nordeste,MA,amapa do maranhao,15.9,1
nordeste,PI,demerval lobao,15.0,1
nordeste,CE,missao velha,14.99,1
sudeste,RJ,boa ventura,14.9,1
sul,PR,ouro verde do oeste,14.9,1
sudeste,SP,ibitiuva,14.9,1
sul,RS,estrela velha,14.9,1
nordeste,CE,mauriti,14.9,1
centro_oeste,GO,cabeceiras,14.9,1
sudeste,RJ,duas barras,14.89,1
sudeste,MG,estevao de araujo,14.2,1
sul,PR,reserva do iguacu,14.0,1
nordeste,BA,brejolandia,13.98,1
nordeste,BA,jacuipe,13.98,1
norte,PA,tracuateua,13.98,1
nordeste,PI,nova santa rita,13.98,1
sudeste,MG,ponto do marambaia,13.7,1
nordeste,BA,canapolis,13.65,1
nordeste,PI,marcos parente,13.65,1
sudeste,MG,tuparece,13.5,1
centro_oeste,GO,cezarina,13.49,1
sul,RS,vicente dutra,12.99,1
sul,RS,liberato salzano,12.99,1
nordeste,PI,joaquim pires,12.97,1
nordeste,PI,varzea grande,12.5,1
sudeste,MG,nova resende,10.99,1
sudeste,MG,estiva,10.9,1
sul,PR,planaltina do parana,10.75,1
centro_oeste,GO,bom jardim de goias,10.0,1
sul,PR,tamboara,8.99,1
norte,PA,medicilandia,8.99,1
nordeste,BA,erico cardoso,8.09,1
sudeste,RJ,santa maria,8.0,1
sudeste,MG,jenipapo de minas,7.48,1
norte,PA,senador jose porfirio,6.0,1
sudeste,MG,santo antonio do rio abaixo,6.0,1
sul,PR,sabaudia,5.9,1
sul,RS,polo petroquimico de triunfo,5.6,1
